drug_id,Percentage,Sideview
CID116129682,0.01,Swelling
CID116129682,0.0,Swelling
CID116129682,0.026,Syncope
CID116129682,0.014,Syncope
CID116129682,0.02,Tooth disorder
CID116129682,0.013,Tooth disorder
CID116129682,0.0,Injection site reaction
CID116129682,0.055,Cough
CID116129682,0.0,Blood uric acid increased
CID116129682,0.0,Acute dyspnea
CID116129682,0.0,Acute dyspnea
CID116129682,0.0,Urticaria
CID116129690,0.03,Anxiety
CID116129690,0.01,Mental disorder
CID116129690,0.05,Feeling abnormal
CID116129690,0.18,Diarrhoea
CID116129690,0.01,Diplopia
CID116129690,0.42,Dizziness
CID116129690,0.46,Dizziness
CID116129690,0.13,Dizziness
CID116129690,0.05,Dysgeusia
CID116129690,0.03,Body temperature increased
CID116129690,0.11,Headache
CID116129690,0.01,Hypotension
CID116129690,0.01,Orthostatic hypotension
CID116129690,0.3,Nausea
CID116129690,0.06,Muscle spasms
CID116129690,0.0,Dermatitis bullous
CID116129690,0.001,Malnutrition
CID116129690,0.01,Decreased appetite
CID116129690,0.07,Memory impairment
CID116129690,0.001,Sepsis
CID116129690,0.05,Rigors
CID116129690,0.01,Visual disturbance
CID116129690,0.16,Gait disturbance
CID116129690,0.1,Somnolence
CID116129703,0.0219561,Anaemia
CID116129703,0.0357143,Anaemia
CID116129703,0.0638723,Anaemia
CID116129703,0.0202703,Haemorrhage
CID116129703,0.297245,Haemorrhage
CID116129703,0.297245,Haemorrhage
CID116129703,0.33,Haemorrhage
CID116129703,0.00998004,Nausea
CID116129703,0.0358744,Nausea
CID116129703,0.00675676,Thrombophlebitis
CID116129703,0.0153748,Thrombophlebitis
CID116129703,0.0212355,Thrombophlebitis
CID116129703,0.001,Impaired healing
CID116129703,0.00675676,Injection site mass
CID116129703,0.00675676,Wound secretion
CID116129703,0.0328185,Wound secretion
CID116129703,0.0,Haemorrhage
CID116129703,0.00832799,Major bleed
CID116129704,0.0476631,Abdominal pain
CID116129704,0.052,Angina pectoris
CID116129704,0.053,Angina pectoris
CID116129704,0.42,Back pain
CID116129704,0.438866,Back pain
CID116129704,0.088,Back pain
CID116129704,0.092,Back pain
CID116129704,0.0,Back pain
CID116129704,0.0,Connective tissue disorder
CID116129704,0.0,Contusion
CID116129704,0.0,Coronary artery thrombosis
CID116129704,0.0462749,Dyspepsia
CID116129704,0.0,Epistaxis
CID116129704,0.0,Epistaxis
CID116129704,0.011,Body temperature increased
CID116129704,0.0,Gastrointestinal haemorrhage
CID116129704,0.03,Headache
CID116129704,0.031,Headache
CID116129704,0.007,Haematoma
CID116129704,4.6e-05,Haemoptysis
CID116129704,0.001,Haemoptysis
CID116129704,0.001,Haemoptysis
CID116129704,0.009,Haemoglobin
CID116129704,0.173,Haemorrhage
CID116129704,0.023,Haemorrhage
CID116129704,0.024,Haemoglobin
CID116129704,0.28,Haemorrhage
CID116129704,0.053,Haemorrhage
CID116129704,0.061,Haemoglobin
CID116129704,0.064,Haemorrhage
CID116129704,0.0,Haemoglobin
CID116129704,0.172478,Hypotension
CID116129704,0.0,Immune system disorder
CID116129704,0.0,Mediastinal disorder
CID116129704,0.001,Nausea
CID116129704,0.16132,Nausea
CID116129704,0.021,Nausea
CID116129704,0.03,Nausea
CID116129704,0.024,Pain
CID116129704,0.0785681,Pelvic pain
CID116129704,0.003,Thrombocytopenia
CID116129704,0.0,Urinary tract disorder
CID116129704,0.0455602,Urinary retention
CID116129704,0.0,Haemorrhage intracranial
CID116129704,0.002,Retroperitoneal haemorrhage
CID116129704,0.00231374,Retroperitoneal haemorrhage
CID116129704,0.0069735,Retroperitoneal haemorrhage
CID116129704,0.0,Retroperitoneal haemorrhage
CID116129704,0.003,Injection site pain
CID116129704,0.0,Haemoglobin decreased
CID116129704,0.0,Oesophageal haemorrhage
CID116129704,0.0,Bradycardia
CID116129704,0.0646211,Insomnia
CID116129704,0.0,Catheter thrombosis
CID116129704,0.0,Thrombosis in device
CID116129704,0.0,Major bleed
CID116129704,0.0365571,Major bleed
CID116129704,0.0365571,Haemorrhage
CID116130199,0.037,Abdominal pain
CID116130199,0.037,Gastrointestinal pain
CID116130199,0.023,Anorexia
CID116130199,0.02,Conjunctivitis
CID116130199,0.48,Ecchymosis
CID116130199,0.05,Ecchymosis
CID116130199,0.025,Folliculitis
CID116130199,0.025,Gastrooesophageal reflux disease
CID116130199,0.027,Gastrooesophageal reflux disease
CID116130199,0.019,Haematuria
CID116130199,0.035,Herpes simplex
CID116130199,0.041,Herpes simplex
CID116130199,0.019,Hypoaesthesia
CID116130199,0.023,Irritability
CID116130199,0.023,Calculus of kidney
CID116130199,0.025,Nasal congestion
CID116130199,0.0,Pain
CID116130199,0.96,Pain
CID116130199,0.029,Pain in extremity
CID116130199,0.034,Pain in extremity
CID116130199,0.03,Pancreatitis
CID116130199,0.03,Pancreatitis
CID116130199,0.154,Neuropathy peripheral
CID116130199,0.03,Pruritus
CID116130199,0.072,Sinusitis
CID116130199,0.019,Tremor
CID116130199,0.89,Erythema
CID116130199,0.036,Vertigo
CID116130199,0.105,Weight decreased
CID116130199,0.111,Weight decreased
CID116130199,0.019,Dry mouth
CID116130199,0.032,Myalgia
CID116130199,0.07,Musculoskeletal discomfort
CID116130199,0.032,Decreased appetite
CID116130199,0.049,Decreased appetite
CID116130199,0.086,Decreased appetite
CID116130199,0.11,Discomfort
CID116130199,0.41,Induration
CID116130199,0.89,Induration
CID116130199,0.031,Skin papilloma
CID116130199,0.031,Skin papilloma
CID116130199,0.029,Influenza like illness
CID116130199,0.037,Influenza like illness
CID116130199,0.019,Blood triglycerides increased
CID116130957,0.0,Rash
CID116130957,0.0,Rash
CID116130957,0.001,Headache
CID116130957,0.0,Hypersensitivity
CID116130957,0.001,Nausea
CID116131215,0.111111,Diarrhoea
CID116131215,0.123457,Dizziness
CID116131215,0.197531,Breast pain
CID116131215,0.308642,Pain
CID116131215,0.123457,Upper respiratory tract infection
CID116131215,0.0987654,Urinary tract infection
CID116131215,0.148148,Oedema peripheral
CID116131215,0.197531,Nipple tenderness
CID116131215,0.197531,Nipple pain
CID116131310,0.001,Dizziness
CID116131310,0.01,Drowsiness
CID116131310,0.1,Fatigue
CID116131310,0.1,Irritability
CID116131310,0.1,Pain
CID116131310,0.01,Injection site swelling
CID116131310,0.0,Myalgia
CID116131310,0.1,Redness
CID116131310,0.01,Gastrointestinal symptom NOS
CID116131310,0.0,Lymphadenopathy
CID116132265,0.2,Infection
CID116132265,0.03,Diarrhoea
CID116132265,0.0,Dizziness
CID116132265,0.0,Subdural haematoma
CID116132265,0.01,Nasal congestion
CID116132265,0.0,Optic neuritis
CID116132265,0.03,Vomiting
CID116132265,0.01,Weight increased
CID116132265,0.0,Impaired healing
CID116132265,0.0,Increased appetite
CID116132265,0.0,Muscle mass
CID116132265,0.0,Spinal compression fracture
CID116132265,0.0,Vasculitis necrotising
CID116132265,0.03,Cardiac hypertrophy
CID116132265,0.0,Oesophagitis ulcerative
CID116132418,0.0,Abdominal pain
CID116132418,0.01,Abdominal pain
CID116132418,0.0,Angioedema
CID116132418,0.0,Angioedema
CID116132418,0.04,Back pain
CID116132418,0.05,Chest pain
CID116132418,0.02,Diarrhoea
CID116132418,0.0,Rash
CID116132418,0.001,Hypersensitivity
CID116132418,0.36,Hypoglycaemia
CID116132418,0.69,Hypoglycaemia
CID116132418,0.12,Rhinitis
CID116132418,0.05,Skin disorder
CID116132418,0.1,Onychomycosis
CID116132418,0.05,Onychomycosis
CID116132418,0.12,Upper respiratory tract infection
CID116132418,0.06,Upper respiratory tract infection
CID116132418,0.04,Bone pain
CID116132418,0.05,Bone pain
CID116132418,0.02,Neuropathy peripheral
CID116132418,0.08,Neuropathy
CID116132418,0.0,Gastrointestinal tract irritation
CID116132418,0.0,Gastrointestinal tract irritation
CID116132438,0.0778443,Abdominal pain
CID116132438,0.0740741,Asthenia
CID116132438,0.135802,Infection
CID116132438,0.0885453,Infection
CID116132438,0.0864198,Diarrhoea
CID116132438,0.0617284,Dysmenorrhoea
CID116132438,0.0697674,Dysmenorrhoea
CID116132438,0.0697674,Dysmenorrhoea
CID116132438,0.116279,Body temperature increased
CID116132438,0.0898204,Body temperature increased
CID116132438,0.0882353,Headache
CID116132438,0.0930889,Headache
CID116132438,0.325581,Influenza
CID116132438,0.001,Obstruction
CID116132438,0.335329,Pharyngitis
CID116132438,0.337209,Pharyngitis
CID116132438,0.337209,Pharyngitis
CID116132438,0.0658263,Pharyngitis
CID116132438,0.246914,Rhinitis
CID116132438,0.0737878,Rhinitis
CID116132441,0.011,Anaemia
CID116132441,0.01,Eczema
CID116132441,0.025,Body temperature increased
CID116132441,0.007,Gastrointestinal haemorrhage
CID116132441,0.044,Haematoma
CID116132441,0.021,Haematuria
CID116132441,0.044,Haematuria
CID116132441,0.011,Haemoglobin
CID116132441,0.106,Haemorrhage
CID116132441,0.106,Haemoglobin
CID116132441,0.01,Hypersensitivity
CID116132441,0.05,Pneumonia
CID116132441,0.106,Wound
CID116132441,0.141,Wound
CID116132441,0.0,Haemorrhage intracranial
CID116132441,0.0,Haemorrhage intracranial
CID116132441,0.03,Aspartate aminotransferase increased
CID116132441,0.053,Rectal haemorrhage
CID116132441,0.018,Vaginal haemorrhage
CID116132446,0.0,Pancreatitis
CID116134956,0.0,Abdominal distension
CID116134956,0.0,Constipation
CID116134956,0.0,Dehydration
CID116134956,0.0,Rash
CID116134956,0.0,Hypersensitivity
CID116134956,0.0,Intestinal obstruction
CID116134956,0.0,Renal failure acute
CID116134956,0.284,Nausea
CID116134956,0.0,Nausea
CID116134956,0.0,Pancreatitis
CID116134956,0.0,Pruritus
CID116134956,0.0,Toothache
CID116134956,0.0,Urticaria
CID116134956,0.0,Urticaria
CID116134956,0.0,Injection site reaction
CID116134956,0.0,Malnutrition
CID116134956,0.0,Malaise
CID116134956,0.0,Malaise
CID116134956,0.0,Abdominal pain upper
CID116134956,0.0,Blood creatinine increased
CID116136245,0.05,Arthralgia
CID116136245,0.09,Arthralgia
CID116136245,0.09,Musculoskeletal discomfort
CID116136245,0.06,Back pain
CID116136245,0.03,Constipation
CID116136245,0.03,Fatigue
CID116136245,0.06,Fatigue
CID116136245,0.06,Asthenia
CID116136245,0.04,Hypertension
CID116136245,0.05,Urinary tract infection
CID116136245,0.09,Urinary tract infection
CID116136245,0.11,Weight increased
CID116137271,0.026,Abdominal pain
CID116137271,0.042,Gastrointestinal pain
CID116137271,0.06,Abdominal pain
CID116137271,0.019,Arthralgia
CID116137271,0.019,Musculoskeletal discomfort
CID116137271,0.03,Back pain
CID116137271,0.063,Back pain
CID116137271,0.032,Diarrhoea
CID116137271,0.009,Dysmenorrhoea
CID116137271,0.011,Dysmenorrhoea
CID116137271,0.011,Dysmenorrhoea
CID116137271,0.031,Gastroenteritis
CID116137271,0.034,Gastroenteritis
CID116137271,0.056,Gastroenteritis
CID116137271,0.056,Gastroenteritis
CID116137271,0.31,Headache
CID116137271,0.053,Headache
CID116137271,0.065,Headache
CID116137271,0.065,Headache
CID116137271,0.07,Nausea
CID116137271,0.024,Rhinitis
CID116137271,0.035,Rhinitis
CID116137271,0.021,Sinusitis
CID116137271,0.015,Toothache
CID116137271,0.112,Upper respiratory tract infection
CID116137271,0.426,Upper respiratory tract infection
CID116137271,0.078,Viral infection
CID116137271,0.065,Vomiting
CID116137271,0.006,Injection site reaction
CID116137271,0.01,Bone pain
CID116137271,0.007,Myalgia
CID116137271,0.007,Myalgia
CID116139605,0.27,Nausea
CID116139605,0.1,Oedema peripheral
CID116156130,0.04,Abdominal distension
CID116156130,0.001,Abdominal distension
CID116156130,0.01,Abdominal distension
CID116156130,0.0206897,Gastrointestinal pain
CID116156130,0.0361446,Abdominal pain
CID116156130,0.001,Gastrointestinal pain
CID116156130,0.0,Pancreatitis acute
CID116156130,0.0,Alopecia
CID116156130,0.0202703,Decreased appetite
CID116156130,0.00606061,Anxiety
CID116156130,0.00606061,Anxiety
CID116156130,0.00844595,Anxiety
CID116156130,0.0120482,Anxiety
CID116156130,0.0181818,Arthralgia
CID116156130,0.0206897,Arthralgia
CID116156130,0.0269058,Musculoskeletal discomfort
CID116156130,0.0413793,Musculoskeletal discomfort
CID116156130,0.0405405,Back pain
CID116156130,0.0413793,Back pain
CID116156130,0.0121212,Constipation
CID116156130,0.062,Constipation
CID116156130,0.0137931,Cough
CID116156130,0.0137931,Cough
CID116156130,0.0044843,Depression
CID116156130,0.0101351,Depression
CID116156130,0.0275862,Depression
CID116156130,0.0060241,Diabetic neuropathy
CID116156130,0.109,Diarrhoea
CID116156130,0.13,Diarrhoea
CID116156130,0.162,Diarrhoea
CID116156130,0.2,Diarrhoea
CID116156130,0.0358744,Diarrhoea
CID116156130,0.03,Diarrhoea
CID116156130,0.001,Dysgeusia
CID116156130,0.0405405,Dyspepsia
CID116156130,0.0,Dyspepsia
CID116156130,0.030303,Fatigue
CID116156130,0.034,Fatigue
CID116156130,0.0,Flatulence
CID116156130,0.01,Flatulence
CID116156130,0.0,Gastroenteritis
CID116156130,0.00606061,Gastroenteritis
CID116156130,0.0120482,Gastrooesophageal reflux disease
CID116156130,0.03,Gastrooesophageal reflux disease
CID116156130,0.041,Gastrooesophageal reflux disease
CID116156130,0.0413793,Gastrooesophageal reflux disease
CID116156130,0.0424242,Headache
CID116156130,0.0482759,Headache
CID116156130,0.061,Headache
CID116156130,0.061,Headache
CID116156130,0.076,Headache
CID116156130,0.09,Headache
CID116156130,0.04,Headache
CID116156130,0.04,Headache
CID116156130,0.01,Hyperhidrosis
CID116156130,0.027027,Hypertension
CID116156130,0.0044843,Hypoglycaemia
CID116156130,0.0903614,Hypoglycaemia
CID116156130,0.00506757,Hypokalaemia
CID116156130,0.0275862,Hypokalaemia
CID116156130,0.0313901,Influenza
CID116156130,0.0,Renal failure chronic
CID116156130,0.0,Musculoskeletal pain
CID116156130,0.129,Nausea
CID116156130,0.4,Nausea
CID116156130,0.096,Nausea
CID116156130,0.0963855,Nausea
CID116156130,0.15,Nausea
CID116156130,0.00689655,Pain in extremity
CID116156130,0.00896861,Pain in extremity
CID116156130,0.00896861,Pain in extremity
CID116156130,0.0121212,Pain in extremity
CID116156130,0.0240964,Pain in extremity
CID116156130,0.0287162,Sinusitis
CID116156130,0.0044843,Muscle spasms
CID116156130,0.00844595,Muscle spasms
CID116156130,0.0120482,Muscle spasms
CID116156130,0.0120482,Muscle spasms
CID116156130,0.0388514,Upper respiratory tract infection
CID116156130,0.0044843,Urinary tract infection
CID116156130,0.0506757,Urinary tract infection
CID116156130,0.0506757,Urinary tract infection
CID116156130,0.0,Urinary tract disorder
CID116156130,0.13,Vomiting
CID116156130,0.024,Vomiting
CID116156130,0.0240964,Vomiting
CID116156130,0.0,Vomiting
CID116156130,0.0,Injection site reaction
CID116156130,0.0101351,Injection site pain
CID116156130,0.0287162,Viral diarrhoea
CID116156130,0.0,Colitis ischaemic
CID116156130,0.0,Skin disorder
CID116156130,0.0120482,Decreased appetite
CID116156130,0.0137931,Abdominal discomfort
CID116156130,0.0202703,Abdominal pain upper
CID116156130,0.0,Pancreatitis necrotising
CID116156130,0.0388514,Injection site induration
CID116156130,0.11,Injection site haematoma
CID116156130,0.110345,Injection site haematoma
CID116156130,0.00606061,Injection site nodule
CID116156130,0.105,Injection site nodule
CID116156130,0.06,Injection site nodule
CID116156130,0.09,Feeling jittery
CID116156130,0.0,Drug interaction
CID116156130,0.0,Serum creatinine increased
CID116156130,0.0,Blood creatinine increased
CID116156130,0.024,Injection site erythema
CID116156130,0.0405405,Injection site erythema
CID116156130,0.012,Injection site pruritus
CID116156130,0.0793919,Injection site pruritus
CID116156130,0.0044843,Insomnia
CID116156130,0.0060241,Insomnia
CID116156130,0.0,Renal impairment
CID116156130,0.0,Renal failure
CID116156130,0.0,Renal impairment
CID116156130,0.0,Renal failure
CID116158207,0.01,Gastrointestinal pain
CID116158207,0.04,Headache
CID116158207,0.01,Viral diarrhoea
CID116158207,0.03,Infestation
CID116158473,0.00171233,Anxiety
CID116158473,0.00171233,Dizziness
CID116158473,0.00171233,Sticky skin
CID116158473,0.00171233,Bradycardia
CID116158473,0.00171233,Tingling sensation
CID116213095,0.0,Hypersensitivity
CID116220172,0.155963,Abdominal pain
CID116220172,0.125,Abdominal pain
CID116220172,0.125,Abdominal pain
CID116220172,0.125,Gastrointestinal pain
CID116220172,0.1,Dermatitis
CID116220172,0.163462,Headache
CID116220172,0.16,Nasal congestion
CID116220172,0.146789,Nasopharyngitis
CID116220172,0.115385,Nasopharyngitis
CID116220172,0.220183,Oropharyngeal pain
CID117754772,0.425,Anaemia
CID117754772,0.817,Anaemia
CID117754772,0.033,Anaemia
CID117754772,0.0,Contusion
CID117754772,0.003,Contusion
CID117754772,0.006,Contusion
CID117754772,0.213,Contusion
CID117754772,0.055,Contusion
CID117754772,0.1,Contusion
CID117754772,0.103,Dizziness
CID117754772,0.103,Dizziness
CID117754772,0.073,Dizziness
CID117754772,0.029,Flatulence
CID117754772,0.007,Flatulence
CID117754772,0.013,Gastrointestinal haemorrhage
CID117754772,0.047,Gastrointestinal haemorrhage
CID117754772,0.047,Gastrointestinal haemorrhage
CID117754772,0.05,Gastrointestinal haemorrhage
CID117754772,0.01,Gastrointestinal haemorrhage
CID117754772,0.0,Headache
CID117754772,0.0,Headache
CID117754772,0.053,Headache
CID117754772,0.133,Haemoglobin
CID117754772,0.023,Haemorrhage
CID117754772,0.1,Haemorrhage
CID117754772,0.007,Herpes zoster
CID117754772,0.066,Neutropenia
CID117754772,0.006,Tuberculosis
CID117754772,0.001,Tuberculosis
CID117754772,0.0,Urinary tract infection
CID117754772,0.0,Weight increased
CID117754772,0.013,Weight increased
CID117754772,0.1,Weight increased
CID117754772,0.01,Weight increased
CID117754772,0.01,Haemorrhage intracranial
CID122834577,0.0106383,Back pain
CID122834577,0.02,Dizziness
CID122834577,0.05,Dizziness
CID122834577,0.0159574,Dizziness
CID122834577,0.0,Rash
CID122834577,0.11,Hypotension
CID122834577,0.04,Nausea
CID122834577,0.0106383,Nausea
CID122834577,0.01,Vomiting
CID122834577,0.04,Vomiting
CID122834577,0.0,Creatinine increased
CID122834577,0.02,Blood creatinine increased
CID122834577,0.2,Hypotension asymptomatic
CID122834577,0.03,Hypotension symptomatic
CID122834577,0.04,Hypotension symptomatic
CID123668479,0.0,Anxiety
CID123668479,0.166,Diarrhoea
CID123668479,0.166,Diarrhoea
CID123668479,0.037,Diarrhoea
CID123668479,0.195,Diarrhoea
CID123668479,0.0,Eosinophilia
