drug_id,disease
CID100000772,Myocardial infarction
CID100000772,Acute coronary syndrome
CID100000772,Pulmonary embolism
CID100000772,Pulmonary embolism
CID100000772,Deep vein thrombosis
CID100000772,Deep vein thrombosis
CID100000772,ST segment elevation myocardial infarction
CID100000772,Acute myocardial infarction
CID100000774,Type I hypersensitivity
CID100000774,Type I hypersensitivity
CID100000774,Acute myeloid leukaemia
CID100000774,Acute leukaemia
CID100000774,Acute myeloid leukaemia
CID100000774,Welts
CID100000774,Urticaria
CID100000774,Skin test positive
CID100000774,Skin test positive
CID100000774,Cutaneous hypersensitivity
CID100000774,Dermatitis atopic
CID100000785,Ephelides
CID100000785,Solar lentigo
CID100000785,Ephelides
CID100000785,Lentigo
CID100000785,Lentigo
CID100000785,Chloasma
CID100000785,Chloasma
CID100000785,Skin disorder
CID100000785,Skin disorder
CID100000785,Trauma
CID100000785,Injury
CID100000785,Skin hyperpigmentation
CID100000785,Skin hyperpigmentation
CID100000785,Pigmentation disorder
CID100000785,Pigmentation disorder
CID100000785,Skin discolouration
CID100000813,Renal tubular acidosis
CID100000813,Renal tubular acidosis
CID100000813,Road traffic accident
CID100000813,Arrhythmia
CID100000813,Arrhythmia
CID100000813,Ascites
CID100000813,Ascites
CID100000813,Cardiac failure congestive
CID100000813,Cardiac failure congestive
CID100000813,Haemorrhage
CID100000813,Haemorrhage
CID100000813,Haemoglobin
CID100000813,Hyperkalaemia
CID100000813,Hyperkalaemia
CID100000813,Hypokalaemia
CID100000813,Hypokalaemia
CID100000813,Nephropathy
CID100000813,Nephropathy
CID100000813,Hepatic cirrhosis
CID100000813,Hepatic cirrhosis
CID100000813,Familial periodic paralysis
CID100000813,Familial periodic paralysis
CID100000813,Paralysis
CID100000813,Potassium deficiency
CID100000813,Blood potassium decreased
CID100000813,Hypokalaemia
CID100000813,Gastric ulcer
CID100000813,Gastric ulcer
CID100000813,Essential hypertension
CID100000813,Essential hypertension
CID100000813,Digitalis intoxication (NOS)
CID100000813,Toxicity to various agents
CID100000813,Metabolic alkalosis
CID100000813,Metabolic alkalosis
CID100000813,Nephrolithiasis
CID100000813,Nephrolithiasis
CID100000813,Intoxication
CID100000813,Poisoning
CID100000815,Infection
CID100000815,Infection
CID100000815,Staphylococcal infection
CID100000815,Staphylococcal infection
CID100000815,Renal impairment
CID100000815,Renal impairment
CID100000815,Renal failure
CID100000838,Adams-Stokes syndrome
CID100000838,Adams-Stokes syndrome
CID100000838,Anaphylactic shock
CID100000838,Anaphylactic shock
CID100000838,Angina pectoris
CID100000838,Angina pectoris
CID100000838,Angioedema
CID100000838,Angioedema
CID100000838,Anxiety
CID100000838,Anxiety
CID100000838,Asthenia
CID100000838,Asthenia
CID100000838,Asthma
CID100000838,Asthma
CID100000838,Bite
CID100000838,Bite
CID100000838,Bronchospasm
CID100000838,Bronchospasm
CID100000838,Cardiovascular disorder
CID100000838,Cardiovascular disorder
CID100000838,Dizziness
CID100000838,Dizziness
CID100000838,Dyspnoea
CID100000838,Dyspnoea
CID100000838,Rash
CID100000838,Rash
CID100000838,Dermatitis
CID100000838,Glaucoma
CID100000838,Glaucoma
CID100000838,Seasonal allergy
CID100000838,Seasonal allergy
CID100000838,Rhinitis seasonal
CID100000838,Headache
CID100000838,Headache
CID100000838,Cardiac arrest
CID100000838,Cardiac arrest
CID100000838,Block heart
CID100000838,Atrioventricular block
CID100000838,Cardiac disorder
CID100000838,Cardiac disorder
CID100000838,Hypersensitivity
CID100000838,Hypersensitivity
CID100000838,Hypertension
CID100000838,Hypertension
CID100000838,Hyperthyroidism
CID100000838,Hyperthyroidism
CID100000838,Hypotension
CID100000838,Hypotension
CID100000838,Laryngospasm
CID100000838,Laryngospasm
CID100000838,Pallor
CID100000838,Pallor
CID100000838,Parkinson's disease
CID100000838,Parkinsonism
CID100000838,Parkinson's disease
CID100000838,Pruritus
CID100000838,Pruritus
CID100000838,Rhinitis
CID100000838,Rhinitis
CID100000838,Convulsion
CID100000838,Convulsion
CID100000838,Serum sickness
CID100000838,Serum sickness
CID100000838,Sting
CID100000838,Arthropod sting
CID100000838,Syncope
CID100000838,Loss of consciousness
CID100000838,Syncope
CID100000838,Dizziness
CID100000838,Shock
CID100000838,Tremor
CID100000838,Tremor
CID100000838,Urticaria
CID100000838,Urticaria
CID100000838,Uterine contractions
CID100000838,Uterine contractions during pregnancy
CID100000838,Agitation
CID100000838,Agitation
CID100000838,Acute sinusitis
CID100000838,Acute sinusitis
CID100000838,Atrioventricular block complete
CID100000838,Atrioventricular block complete
CID100000838,Diabetic
CID100000838,Diabetes mellitus
CID100000838,Anaphylactoid reaction
CID100000838,Anaphylactoid reaction
CID100000838,Anaphylactic shock
CID100000838,Exercise-induced anaphylaxis
CID100000838,Anaphylactic shock
CID100000838,Throbbing headache
CID100000838,Headache
CID100000838,Respiratory distress
CID100000838,Respiratory distress
CID100000838,Stinging
CID100000838,Pain
CID100000838,Carotid sinus hypersensitivity
CID100000838,Carotid sinus syndrome
CID100000838,Shock insulin
CID100000838,Shock hypoglycaemic
CID100000838,Coronary artery disease
CID100000838,Coronary artery disease
CID100000853,Adrenal insufficiency
CID100000853,Adrenal insufficiency
CID100000853,Neoplasm malignant
CID100000853,Neoplasm malignant
CID100000853,Goitre
CID100000853,Goitre
CID100000853,Hypersensitivity
CID100000853,Hypersensitivity
CID100000853,Hypothyroidism
CID100000853,Hypothyroidism
CID100000853,Thyroid nodule
CID100000853,Thyroid neoplasm
CID100000853,Thyroiditis
CID100000853,Thyroiditis
CID100000853,Thyroiditis subacute
CID100000853,Thyroiditis subacute
CID100000853,Thyrotoxicosis
CID100000853,Hyperthyroidism
CID100000853,Acute myocardial infarction
CID100000853,Acute myocardial infarction
CID100000853,Follicular thyroid cancer
CID100000853,Follicular thyroid cancer
CID100000853,Myxoedema coma
CID100000853,Myxoedema coma
CID100000853,Subclinical hypothyroidism
CID100000853,Hypothyroidism
CID100000853,Absence congenital
CID100000853,Congenital anomaly
CID100000853,Atrophy
CID100000853,Atrophy
CID100000853,Dysfunction thyroid
CID100000853,Thyroid disorder
CID100000853,Hashimoto's disease
CID100000853,Autoimmune thyroiditis
CID100000853,Primary hypothyroidism
CID100000853,Hypothyroidism
CID100000853,Primary hypothyroidism
CID100000853,Tri-iodothyronine normal
CID100000853,Tri-iodothyronine normal
CID100000861,Congenital hypothyroidism
CID100000861,Congenital hypothyroidism
CID100000861,Goitre
CID100000861,Goitre
CID100000861,Hyperthyroidism
CID100000861,Hyperthyroidism
CID100000861,Hypothyroidism
CID100000861,Hypothyroidism
CID100000861,Myxoedema
CID100000861,Myxoedema
CID100000861,Thyroid nodule
CID100000861,Thyroid neoplasm
CID100000861,Thyroiditis subacute
CID100000861,Thyroiditis subacute
CID100000861,Myxoedema coma
CID100000861,Myxoedema coma
CID100000861,Atrophy
CID100000861,Atrophy
CID100000861,Hashimoto's disease
CID100000861,Autoimmune thyroiditis
CID100000861,Primary hypothyroidism
CID100000861,Hypothyroidism
CID100000861,Primary hypothyroidism
CID100000861,Precoma
CID100000861,Depressed level of consciousness
CID100000861,Autonomy of thyroid gland
CID100000861,Toxic nodular goitre
CID100000888,Eclampsia
CID100000888,Eclampsia
CID100000888,Hypertension
CID100000888,Hypertension
CID100000888,Hypocalcaemia
CID100000888,Hypocalcaemia
CID100000888,Magnesium deficiency
CID100000888,Magnesium deficiency
CID100000888,Pre-eclampsia
CID100000888,Pre-eclampsia
CID100000888,Convulsion
CID100000888,Convulsion
CID100000888,Tetany
CID100000888,Tetany
CID100000888,Toxemia
CID100000888,Bacterial toxaemia
CID100000888,Encephalopathy
CID100000888,Encephalopathy
CID100000888,Hypomagnesaemia
CID100000888,Hypomagnesaemia
CID100000888,Acute nephritis
CID100000888,Nephritis
CID100000888,Nephritic syndrome
CID100000896,Primary insomnia
CID100000896,Insomnia
CID100000896,Poor quality sleep
CID100000896,Poor quality sleep
CID100000923,Acidosis
CID100000923,Acidosis
CID100000923,Lactic acidosis
CID100000923,Lactic acidosis
CID100000923,Addison's disease
CID100000923,Addison's disease
CID100000923,Apnoea
CID100000923,Apnoea
CID100000923,Coma
CID100000923,Coma
CID100000923,Confusional state
CID100000923,Feeling abnormal
CID100000923,Confusional state
CID100000923,Dehydration
CID100000923,Dehydration
CID100000923,Diabetes mellitus
CID100000923,Diabetes mellitus
CID100000923,Diabetic ketoacidosis
CID100000923,Diabetic ketoacidosis
CID100000923,Diarrhoea
CID100000923,Diarrhoea
CID100000923,Dyspnoea
CID100000923,Dyspnoea
CID100000923,Headache
CID100000923,Headache
CID100000923,Cardiac arrest
CID100000923,Cardiac arrest
CID100000923,Hypertension
CID100000923,Hypertension
CID100000923,Hyponatraemia
CID100000923,Hyponatraemia
CID100000923,Hypotension
CID100000923,Hypotension
CID100000923,Intestinal obstruction
CID100000923,Intestinal obstruction
CID100000923,Mydriasis
CID100000923,Mydriasis
CID100000923,Nausea
CID100000923,Nausea
CID100000923,Panic reaction
CID100000923,Panic reaction
CID100000923,Ileus paralytic
CID100000923,Ileus paralytic
CID100000923,Convulsion
CID100000923,Convulsion
CID100000923,Shock
CID100000923,Shock
CID100000923,Smoke inhalation
CID100000923,Respiratory fume inhalation disorder
CID100000923,Vomiting
CID100000923,Vomiting
CID100000923,Trauma
CID100000923,Injury
CID100000923,Hypophosphataemia
CID100000923,Hypophosphataemia
CID100000923,Dissociation
CID100000923,Dissociation
CID100000923,Poisoning by salicylates
CID100000923,Toxicity to various agents
CID100000923,Hyperpnea
CID100000923,Hyperventilation
CID100000923,Tachypnoea
CID100000923,Metabolic acidosis
CID100000923,Metabolic acidosis
CID100000923,Metabolic alkalosis
CID100000923,Metabolic alkalosis
CID100000923,Tachypnoea
CID100000923,Tachypnoea
CID100000923,Respiratory rate decreased
CID100000923,Respiratory rate decreased
CID100000923,Chest tightness
CID100000923,Chest discomfort
CID100000923,Disorientation
CID100000923,Disorientation
CID100000923,Fluid loss
CID100000923,Dehydration
CID100000923,Hemolytic reaction
CID100000923,Haemolysis
CID100000923,Acidemia
CID100000923,Acidosis
CID100000923,Mental state abnormal
CID100000923,Mental disorder
CID100000923,Nephrotoxicity
CID100000923,Nephropathy toxic
CID100000923,Aspiration
CID100000923,Aspiration
CID100000923,Intoxication
CID100000923,Poisoning
CID100000923,Extensive burns
CID100000923,Thermal burn
CID100000923,Circulatory insufficiency
CID100000923,Cardiovascular insufficiency
CID100000923,Obstruction pyloric
CID100000923,Pyloric stenosis
CID100000923,Ileal obstruction
CID100000923,Small intestinal obstruction
CID100000937,Abdominal pain
CID100000937,Abdominal pain
CID100000937,Gastrointestinal pain
CID100000937,Cardiovascular disorder
CID100000937,Cardiovascular disorder
CID100000937,Coronary heart disease
CID100000937,Coronary artery disease
CID100000937,Type 2 diabetes mellitus
CID100000937,Type 2 diabetes mellitus
CID100000937,Flushing
CID100000937,Flushing
CID100000937,Gout
CID100000937,Gout
CID100000937,Hypercholesterolaemia
CID100000937,Hypercholesterolaemia
CID100000937,Hyperlipidaemia
CID100000937,Hyperlipidaemia
CID100000937,Hyperlipoproteinemia
CID100000937,Hyperlipidaemia
CID100000937,Type V hyperlipidaemia
CID100000937,Type V hyperlipidaemia
CID100000937,Hypertriglyceridaemia
CID100000937,Blood triglycerides increased
CID100000937,Hypertriglyceridaemia
CID100000937,Myocardial infarction
CID100000937,Myocardial infarction
CID100000937,Acute coronary syndrome
CID100000937,Pancreatitis
CID100000937,Pancreatitis
CID100000937,Nicotinic acid deficiency
CID100000937,Nicotinic acid deficiency
CID100000937,Peptic ulcer
CID100000937,Peptic ulcer
CID100000937,Vasodilation
CID100000937,Vasodilation procedure
CID100000937,Diabetic
CID100000937,Diabetes mellitus
CID100000937,Dyslipidaemia
CID100000937,Dyslipidaemia
CID100000937,High density lipoprotein increased
CID100000937,High density lipoprotein increased
CID100000937,Coronary artery disease
CID100000937,Coronary artery disease
CID100000942,Angina pectoris
CID100000942,Angina pectoris
CID100000942,Prinzmetal angina
CID100000942,Prinzmetal angina
CID100000942,Arrhythmia
CID100000942,Arrhythmia
CID100000942,Coronary heart disease
CID100000942,Coronary artery disease
CID100000942,Eczema
CID100000942,Eczema
CID100000942,Endocrine disorder
CID100000942,Endocrine disorder
CID100000942,Hypersensitivity
CID100000942,Hypersensitivity
CID100000942,Malignant hypertension
CID100000942,Malignant hypertension
CID100000942,Myocardial infarction
CID100000942,Myocardial infarction
CID100000942,Acute coronary syndrome
CID100000942,Nicotine dependence
CID100000942,Nicotine dependence
CID100000942,Palpitations
CID100000942,Palpitations
CID100000942,Peptic ulcer
CID100000942,Peptic ulcer
CID100000942,Pregnancy
CID100000942,Pregnancy
CID100000942,Skin disorder
CID100000942,Skin disorder
CID100000942,Sleep disturbance
CID100000942,Sleep disorder
CID100000942,Thromboangiitis obliterans
CID100000942,Gangrene
CID100000942,Thromboangiitis obliterans
CID100000942,Urticaria
CID100000942,Urticaria
CID100000942,Vasodilation
CID100000942,Vasodilation procedure
CID100000942,Peripheral vascular disorder
CID100000942,Peripheral vascular disorder
CID100000942,Withdrawal symptom
CID100000942,Drug withdrawal syndrome
CID100000942,Non-smoker
CID100000942,Non-tobacco user
CID100000942,Rash generalised
CID100000942,Rash generalised
CID100000942,Local reaction
CID100000942,Local reaction
CID100000942,Hepatic impairment
CID100000942,Liver disorder
CID100000942,Hepatic insufficiency
CID100000942,Hepatic failure
CID100000942,Sensitisation
CID100000942,Sensitisation
CID100000942,Renal impairment
CID100000942,Renal impairment
CID100000942,Renal failure
CID100000946,Apnoea
CID100000946,Apnoea
CID100000946,Coma
CID100000946,Coma
CID100000946,Confusional state
CID100000946,Feeling abnormal
CID100000946,Confusional state
CID100000946,Dyspnoea
CID100000946,Dyspnoea
CID100000946,Headache
CID100000946,Headache
CID100000946,Hypertension
CID100000946,Hypertension
CID100000946,Hypotension
CID100000946,Hypotension
CID100000946,Mydriasis
CID100000946,Mydriasis
CID100000946,Nausea
CID100000946,Nausea
CID100000946,Panic reaction
CID100000946,Panic reaction
CID100000946,Convulsion
CID100000946,Convulsion
CID100000946,Shock
CID100000946,Shock
CID100000946,Smoke inhalation
CID100000946,Respiratory fume inhalation disorder
CID100000946,Vomiting
CID100000946,Vomiting
CID100000946,Trauma
CID100000946,Injury
CID100000946,Hyperpnea
CID100000946,Hyperventilation
CID100000946,Tachypnoea
CID100000946,Tachypnoea
CID100000946,Tachypnoea
CID100000946,Respiratory rate decreased
CID100000946,Respiratory rate decreased
CID100000946,Chest tightness
CID100000946,Chest discomfort
CID100000946,Disorientation
CID100000946,Disorientation
CID100000946,Acidemia
CID100000946,Acidosis
CID100000946,Mental state abnormal
CID100000946,Mental disorder
CID100000946,Intoxication
CID100000946,Poisoning
CID100000951,Cardiac arrest
CID100000951,Cardiac arrest
CID100000951,Hyperthyroidism
CID100000951,Hyperthyroidism
CID100000951,Hypotension
CID100000951,Hypotension
CID100000951,Myocardial infarction
